stage,keybuilder,yaml_id,v0,v1,rs,normalizer,n,success_rate
baseline,cp1_max_pool,cp1_max_pool__grid_vision_0@37_vision_1@62,0.3700,0.6200,0.0000,zscore,100,0.5600
r1,cp1_max_pool,cp1_max_pool__grid3_vision_0@12_vision_1@37_robot_state@50__norm2,0.1200,0.3700,0.5000,norm2,100,0.5600
r2,cp1_max_pool,cp1_max_pool__grid3_vision_0@31_vision_1@38_robot_state@31__norm2,0.3100,0.3800,0.3100,norm2,100,0.5600
r2,cp1_max_pool,cp1_max_pool__grid3_vision_0@31_vision_1@44_robot_state@25__norm2,0.3100,0.4400,0.2500,norm2,100,0.5600
r2,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@19_vision_1@31_robot_state@50__norm2,0.1900,0.3100,0.5000,norm2,100,0.5600
r3,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@19_vision_1@31_robot_state@50__norm2,0.1900,0.3100,0.5000,norm2,100,0.5600
baseline,cp1_mean_pool,cp1_mean_pool__grid_vision_0@25_vision_1@75,0.2500,0.7500,0.0000,zscore,100,0.5500
baseline,cp1_mean_pool,cp1_mean_pool__grid_vision_0@37_vision_1@62,0.3700,0.6200,0.0000,zscore,100,0.5500
r1,cp1_max_pool,cp1_max_pool__grid3_vision_0@37_vision_1@12_robot_state@50__norm2,0.3700,0.1200,0.5000,norm2,100,0.5500
r1,cp1_max_pool,cp1_max_pool__grid3_vision_0@50_vision_1@12_robot_state@37__norm2,0.5000,0.1200,0.3700,norm2,100,0.5500
r2,cp1_max_pool,cp1_max_pool__grid3_vision_0@19_vision_1@31_robot_state@50__norm2,0.1900,0.3100,0.5000,norm2,100,0.5500
r3,cp1_max_pool,cp1_max_pool__grid3_vision_0@19_vision_1@31_robot_state@50__norm2,0.1900,0.3100,0.5000,norm2,100,0.5500
baseline,cp1_mean_pool,cp1_mean_pool__grid_vision_0@50_vision_1@50,0.5000,0.5000,0.0000,zscore,100,0.5400
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__grid_vision_0@62_vision_1@37,0.6200,0.3700,0.0000,zscore,100,0.5400
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__grid_vision_0@87_vision_1@12,0.8700,0.1200,0.0000,zscore,100,0.5400
r1,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@37_vision_1@12_robot_state@50__norm2,0.3700,0.1200,0.5000,norm2,100,0.5400
r1,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@37_vision_1@25_robot_state@37__norm2,0.3700,0.2500,0.3700,norm2,100,0.5400
r3,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@25_vision_1@44_robot_state@31__norm2,0.2500,0.4400,0.3100,norm2,100,0.5400
r2,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@25_vision_1@44_robot_state@31__norm2,0.2500,0.4400,0.3100,norm2,100,0.5300
r2,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@31_vision_1@38_robot_state@31__norm2,0.3100,0.3800,0.3100,norm2,100,0.5300
r2,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@31_vision_1@44_robot_state@25__norm2,0.3100,0.4400,0.2500,norm2,100,0.5300
r3,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@31_vision_1@38_robot_state@31__norm2,0.3100,0.3800,0.3100,norm2,100,0.5300
r3,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@31_vision_1@44_robot_state@25__norm2,0.3100,0.4400,0.2500,norm2,100,0.5300
baseline,cp1_mean_pool,cp1_mean_pool__grid_vision_0@12_vision_1@87,0.1200,0.8700,0.0000,zscore,100,0.5200
r1,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@25_vision_1@37_robot_state@37__norm2,0.2500,0.3700,0.3700,norm2,100,0.5200
baseline,cp1_mean_pool,cp1_mean_pool__grid_vision_0@87_robot_state@12,0.8700,0.0000,0.1200,zscore,100,0.5100
baseline,cp1_mean_pool,cp1_mean_pool__grid_vision_0@87_vision_1@12,0.8700,0.1200,0.0000,zscore,100,0.5000
baseline,cp1_mean_pool,cp1_mean_pool__iso_vision_1,0.0000,1.0000,0.0000,zscore,100,0.5000
r1,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@50_vision_1@12_robot_state@37__norm2,0.5000,0.1200,0.3700,norm2,100,0.5000
r2,cp1_max_pool,cp1_max_pool__grid3_vision_0@6_vision_1@44_robot_state@50__norm2,0.0600,0.4400,0.5000,norm2,100,0.5000
r3,cp1_max_pool,cp1_max_pool__grid3_vision_0@6_vision_1@44_robot_state@50__norm2,0.0600,0.4400,0.5000,norm2,100,0.4900
r2,cp1_max_pool,cp1_max_pool__grid3_vision_0@6_vision_1@50_robot_state@44__norm2,0.0600,0.5000,0.4400,norm2,100,0.4800
r3,cp1_max_pool,cp1_max_pool__grid3_vision_0@6_vision_1@50_robot_state@44__norm2,0.0600,0.5000,0.4400,norm2,100,0.4800
baseline,cp1_max_pool,cp1_max_pool__iso_vision_0,1.0000,0.0000,0.0000,zscore,100,0.4400
baseline,cp1_spatial_pool_16,cp1_spatial_pool_16__iso_vision_0,1.0000,0.0000,0.0000,zscore,100,0.4100
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__iso_vision_0,1.0000,0.0000,0.0000,zscore,100,0.4100
baseline,cp1_mean_pool,cp1_mean_pool__iso_vision_0,1.0000,0.0000,0.0000,zscore,100,0.2900
