label,repeat,query_id,ms
cross_0.998,0,episode_0012_20260421_150109_113391:3,3.307536
cross_0.998,0,episode_0026_20260421_150856_396048:3,2.225646
cross_0.998,0,episode_0004_20260421_154909_939096:11,3.998577
cross_0.998,0,episode_0047_20260421_152429_961806:41,1.9345
cross_0.998,0,episode_0019_20260421_150552_473180:43,2.4827
cross_0.998,0,episode_0006_20260421_145620_818834:16,1.872079
cross_0.998,0,episode_0017_20260421_150415_357328:0,2.095097
cross_0.998,0,episode_0003_20260421_145442_230258:5,2.139599
cross_0.998,0,episode_0000_20260421_145256_951882:44,3.140485
cross_0.998,0,episode_0039_20260421_151648_760002:44,1.676424
cross_0.998,0,episode_0019_20260421_150552_473180:19,2.243631
cross_0.998,0,episode_0001_20260421_145332_810413:5,1.595547
cross_0.998,0,episode_0041_20260421_151903_896858:44,2.862988
cross_0.998,0,episode_0013_20260421_150147_027824:36,2.010505
cross_0.998,0,episode_0001_20260421_145332_810413:37,1.778576
cross_0.998,0,episode_0014_20260421_150234_937358:40,1.950465
cross_0.998,0,episode_0029_20260421_151037_202698:9,1.509751
cross_0.998,0,episode_0018_20260421_155250_742134:17,1.579333
cross_0.998,0,episode_0018_20260421_155250_742134:43,1.60044
cross_0.998,0,episode_0026_20260421_150856_396048:6,0.994876
cross_0.998,0,episode_0045_20260421_152322_258450:47,1.556035
cross_0.998,0,episode_0032_20260421_151156_252142:31,1.941531
cross_0.998,0,episode_0032_20260421_151156_252142:33,1.371836
cross_0.998,0,episode_0031_20260421_151130_944018:9,1.23935
cross_0.998,0,episode_0014_20260421_155029_148974:3,1.436853
cross_0.998,0,episode_0031_20260421_151130_944018:3,1.491496
cross_0.998,0,episode_0040_20260421_151756_437258:60,2.280624
cross_0.998,0,episode_0006_20260421_145620_818834:1,1.931314
cross_0.998,0,episode_0005_20260421_145548_769987:11,2.866813
cross_0.998,0,episode_0035_20260421_151345_521435:5,2.053875
cross_0.998,0,episode_0038_20260421_151615_368946:49,1.933658
cross_0.998,0,episode_0049_20260421_152610_845700:45,2.368915
cross_0.998,0,episode_0013_20260421_150147_027824:12,2.460895
cross_0.998,0,episode_0039_20260421_151648_760002:42,1.74949
cross_0.998,0,episode_0012_20260421_154958_870693:36,2.850181
cross_0.998,0,episode_0039_20260421_151648_760002:0,1.920525
cross_0.998,0,episode_0021_20260421_150651_911856:32,1.7653
cross_0.998,0,episode_0019_20260421_150552_473180:29,2.38641
cross_0.998,0,episode_0012_20260421_154958_870693:23,1.765015
cross_0.998,0,episode_0018_20260421_150514_387668:40,2.907918
cross_0.998,0,episode_0004_20260421_145514_975870:18,2.699311
cross_0.998,0,episode_0041_20260421_151903_896858:50,3.819991
cross_0.998,0,episode_0031_20260421_151130_944018:5,1.796948
cross_0.998,0,episode_0013_20260421_150147_027824:26,2.222935
cross_0.998,0,episode_0020_20260421_150623_961895:41,1.67857
cross_0.998,0,episode_0041_20260421_151903_896858:69,2.541761
cross_0.998,0,episode_0038_20260421_151615_368946:25,1.403267
cross_0.998,0,episode_0025_20260421_150833_216666:4,1.214227
cross_0.998,0,episode_0038_20260421_151615_368946:27,1.437298
cross_0.998,0,episode_0018_20260421_150514_387668:6,1.86739
cross_0.998,0,episode_0031_20260421_151130_944018:26,1.374304
cross_0.998,0,episode_0011_20260421_150015_983808:13,1.781409
cross_0.998,0,episode_0008_20260421_145723_705415:11,1.147284
cross_0.998,0,episode_0014_20260421_155029_148974:9,1.181704
cross_0.998,0,episode_0016_20260421_150341_358525:43,1.763952
cross_0.998,0,episode_0046_20260421_152356_583015:13,1.794474
cross_0.998,0,episode_0014_20260421_150234_937358:53,2.013302
cross_0.998,0,episode_0006_20260421_145620_818834:27,1.28932
cross_0.998,0,episode_0017_20260421_150415_357328:15,2.098983
cross_0.998,0,episode_0014_20260421_155029_148974:40,1.506198
cross_0.998,0,episode_0007_20260421_145652_045135:34,2.578229
cross_0.998,0,episode_0030_20260421_151104_740343:22,1.35844
cross_0.998,0,episode_0026_20260421_150856_396048:34,0.986427
cross_0.998,0,episode_0007_20260421_145652_045135:1,1.27598
cross_0.998,0,episode_0000_20260421_145256_951882:13,1.449439
cross_0.998,0,episode_0046_20260421_152356_583015:48,1.775803
cross_0.998,0,episode_0022_20260421_150717_548811:40,1.312131
cross_0.998,0,episode_0041_20260421_151903_896858:5,2.129467
cross_0.998,0,episode_0042_20260421_152010_071054:62,2.286928
cross_0.998,0,episode_0035_20260421_151345_521435:26,2.079971
cross_0.998,0,episode_0005_20260421_145548_769987:23,2.422173
cross_0.998,0,episode_0040_20260421_151756_437258:38,2.337936
cross_0.998,0,episode_0004_20260421_145514_975870:7,1.395618
cross_0.998,0,episode_0008_20260421_145723_705415:41,1.295872
cross_0.998,0,episode_0021_20260421_150651_911856:7,1.299648
cross_0.998,0,episode_0007_20260421_145652_045135:31,1.119434
cross_0.998,0,episode_0034_20260421_151316_981830:17,1.305753
cross_0.998,0,episode_0026_20260421_150856_396048:14,0.891378
cross_0.998,0,episode_0020_20260421_150623_961895:30,1.301021
cross_0.998,0,episode_0042_20260421_152010_071054:23,3.679189
cross_0.99,0,episode_0019_20260421_150552_473180:24,1.770983
cross_0.99,0,episode_0018_20260421_155250_742134:22,0.943667
cross_0.99,0,episode_0049_20260421_152610_845700:50,1.082842
cross_0.99,0,episode_0014_20260421_150234_937358:10,1.249644
cross_0.99,0,episode_0038_20260421_151615_368946:50,0.718553
cross_0.99,0,episode_0027_20260421_150917_326437:0,0.571979
cross_0.99,0,episode_0013_20260421_150147_027824:5,1.331625
cross_0.99,0,episode_0042_20260421_152010_071054:57,1.39628
cross_0.99,0,episode_0006_20260421_145620_818834:31,0.686108
cross_0.99,0,episode_0031_20260421_151130_944018:46,0.826474
cross_0.99,0,episode_0041_20260421_151903_896858:66,1.420643
cross_0.99,0,episode_0041_20260421_151903_896858:72,1.400456
cross_0.99,0,episode_0045_20260421_152322_258450:32,0.916554
cross_0.99,0,episode_0030_20260421_151104_740343:24,0.827096
cross_0.99,0,episode_0004_20260421_145514_975870:27,1.60554
cross_0.99,0,episode_0016_20260421_155154_891362:71,1.597882
cross_0.99,0,episode_0001_20260421_145332_810413:11,0.723287
cross_0.99,0,episode_0045_20260421_152322_258450:23,0.767621
cross_0.99,0,episode_0030_20260421_151104_740343:25,0.626704
cross_0.99,0,episode_0006_20260421_145620_818834:29,0.593889
cross_0.99,0,episode_0012_20260421_150109_113391:3,0.907618
cross_0.99,0,episode_0026_20260421_150856_396048:3,0.473013
cross_0.99,0,episode_0004_20260421_154909_939096:11,0.96371
cross_0.99,0,episode_0047_20260421_152429_961806:41,0.70614
cross_0.99,0,episode_0019_20260421_150552_473180:43,1.1507
cross_0.99,0,episode_0006_20260421_145620_818834:16,0.548028
cross_0.99,0,episode_0017_20260421_150415_357328:0,0.775764
cross_0.99,0,episode_0003_20260421_145442_230258:5,0.741489
cross_0.99,0,episode_0000_20260421_145256_951882:44,0.652069
cross_0.99,0,episode_0039_20260421_151648_760002:44,0.624783
cross_0.99,0,episode_0019_20260421_150552_473180:19,0.85911
cross_0.99,0,episode_0001_20260421_145332_810413:5,0.481085
cross_0.99,0,episode_0041_20260421_151903_896858:44,1.036968
cross_0.99,0,episode_0013_20260421_150147_027824:36,0.820002
cross_0.99,0,episode_0001_20260421_145332_810413:37,0.486069
cross_0.99,0,episode_0014_20260421_150234_937358:40,0.964166
cross_0.99,0,episode_0029_20260421_151037_202698:9,0.475582
cross_0.99,0,episode_0018_20260421_155250_742134:17,0.648947
cross_0.99,0,episode_0018_20260421_155250_742134:43,1.42652
cross_0.99,0,episode_0026_20260421_150856_396048:6,0.952514
cross_0.99,0,episode_0045_20260421_152322_258450:47,0.604367
cross_0.99,0,episode_0032_20260421_151156_252142:31,0.592749
cross_0.99,0,episode_0032_20260421_151156_252142:33,0.741721
cross_0.99,0,episode_0031_20260421_151130_944018:9,0.488934
cross_0.99,0,episode_0014_20260421_155029_148974:3,0.670155
cross_0.99,0,episode_0031_20260421_151130_944018:3,0.520146
cross_0.99,0,episode_0040_20260421_151756_437258:60,1.462766
cross_0.99,0,episode_0006_20260421_145620_818834:1,1.109287
cross_0.99,0,episode_0005_20260421_145548_769987:11,0.89745
cross_0.99,0,episode_0035_20260421_151345_521435:5,0.889759
