label,repeat,query_id,ms
cross_0.987,0,episode_0016_20260410_011401_521914:1,1.535987
cross_0.987,0,episode_0035_20260410_012102_164484:21,1.599514
cross_0.987,0,episode_0041_20260410_012346_185785:5,2.545939
cross_0.987,0,episode_0041_20260410_012346_185785:6,1.167752
cross_0.987,0,episode_0041_20260410_012346_185785:9,1.158401
cross_0.987,0,episode_0035_20260410_012102_164484:12,1.7435
cross_0.987,0,episode_0000_20260410_013433_002633:2,5.251728
cross_0.987,0,episode_0028_20260410_011829_055003:5,1.45766
cross_0.987,0,episode_0015_20260410_011344_869409:8,1.252232
cross_0.987,0,episode_0043_20260410_012421_441671:14,1.317195
cross_0.987,0,episode_0023_20260410_011629_901435:9,1.560182
cross_0.987,0,episode_0016_20260410_011401_521914:2,1.326678
cross_0.987,0,episode_0010_20260410_011209_792025:20,5.661313
cross_0.987,0,episode_0024_20260410_011654_131430:11,1.589178
cross_0.987,0,episode_0019_20260410_011451_488353:14,1.523959
cross_0.987,0,episode_0046_20260410_012526_676266:19,1.354567
cross_0.987,0,episode_0026_20260410_011732_851293:10,1.038703
cross_0.987,0,episode_0047_20260410_012550_633036:8,1.163313
cross_0.987,0,episode_0029_20260410_011847_472194:12,1.004931
cross_0.987,0,episode_0004_20260410_011001_080633:1,1.145202
cross_0.987,0,episode_0017_20260410_011417_292749:11,0.994053
cross_0.987,0,episode_0038_20260410_012213_950266:23,1.494581
cross_0.987,0,episode_0028_20260410_011829_055003:14,1.387487
cross_0.987,0,episode_0046_20260410_012526_676266:24,1.537168
cross_0.987,0,episode_0039_20260410_012242_511766:23,1.527554
cross_0.987,0,episode_0009_20260410_011147_027725:15,1.359829
cross_0.987,0,episode_0019_20260410_011451_488353:0,1.376351
cross_0.987,0,episode_0005_20260410_011022_801344:18,2.482514
cross_0.987,0,episode_0023_20260410_011629_901435:1,1.936091
cross_0.987,0,episode_0020_20260410_011517_357608:21,2.864251
cross_0.987,0,episode_0030_20260410_011910_031319:4,1.463804
cross_0.987,0,episode_0031_20260410_011933_301436:8,1.581328
cross_0.987,0,episode_0043_20260410_012421_441671:5,1.061342
cross_0.987,0,episode_0023_20260410_011629_901435:23,1.346592
cross_0.987,0,episode_0023_20260410_011629_901435:20,1.312779
cross_0.987,0,episode_0032_20260410_011958_314386:9,1.073048
cross_0.987,0,episode_0008_20260410_011125_742216:16,1.079988
